WHOREGION,FLUSEASON,HEMISPHERE,ITZ,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,AOTHER_SUBTYPE_DETAILS,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV_PROCESSED,RSV,OTHERRESPVIRUS,OTHER_RESPVIRUS_DETAILS,LAB_RESULT_COMMENT,WCR_COMMENT,ISO2,ISOYW,MMWRYW,PSOURCE_SUBTYPE_INF,PSOURCE_PPOS_INF,PSOURCE_RSV
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44781,2022,32,44780,2022,32,SENTINEL,331,331,0,,20,0,0,0,,0,,20,,,0,,0,0,0,20,311,3,1,,,0,0,,,0,,,,,BD,202232,202232,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44802,2022,35,44801,2022,35,SENTINEL,341,341,0,,2,0,0,0,,0,,2,,,1,,0,0,1,3,339,3,0,,,0,0,,,1,,,,,BD,202235,202235,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44816,2022,37,44815,2022,37,SENTINEL,339,339,0,,0,0,0,0,,0,,,,,0,,0,0,0,,339,2,0,,,0,0,,,0,,,,,BD,202237,202237,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44837,2022,40,44836,2022,40,SENTINEL,179,234,0,,0,0,0,0,,0,,,,,0,,0,0,0,,179,2,1,,,0,0,,,2,,,,,BD,202240,202240,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44851,2022,42,44850,2022,42,SENTINEL,212,306,0,,0,0,0,0,,0,,,,,0,,0,0,0,,212,2,0,,,0,0,,,10,,,,,BD,202242,202242,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44872,2022,45,44871,2022,45,SENTINEL,279,380,0,,0,0,0,0,,0,,,,,1,,0,0,1,1,278,3,0,,,0,0,,,16,,,,,BD,202245,202245,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44886,2022,47,44885,2022,47,SENTINEL,284,371,0,,0,0,0,0,,0,,,,,1,,0,0,1,1,283,3,0,,,0,1,,,13,,,,,BD,202247,202247,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44907,2022,50,44906,2022,50,SENTINEL,308,374,0,,0,0,0,0,,0,,,,,0,,0,0,0,,308,2,1,,,0,0,,,13,,,,,BD,202250,202250,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44942,2023,3,44941,2023,3,SENTINEL,305,376,0,,0,0,0,0,,0,,,,,1,,0,0,1,1,304,3,0,,,1,0,,,10,,,,,BD,202303,202303,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44963,2023,6,44962,2023,6,SENTINEL,317,394,0,,0,0,0,0,,0,,,,,2,,0,0,2,2,315,3,0,,,0,0,,,4,,,,,BD,202306,202306,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44977,2023,8,44976,2023,8,SENTINEL,281,337,1,,0,0,0,0,,0,,1,,,0,,0,0,0,1,280,3,0,,,0,0,,,1,,,,,BD,202308,202308,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,44998,2023,11,44997,2023,11,SENTINEL,298,402,0,,0,0,0,0,,0,,,,,6,,0,0,6,6,292,3,0,,,0,0,,,0,,,,,BD,202311,202311,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45012,2023,13,45011,2023,13,SENTINEL,350,383,0,,3,0,0,0,,0,,3,,,1,,0,0,1,4,346,3,1,,,0,0,,,0,,,,,BD,202313,202313,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45033,2023,16,45032,2023,16,SENTINEL,78,78,0,,0,0,0,0,,0,,,,,1,,0,0,1,1,77,3,0,,,0,0,,,0,,,,,BD,202316,202316,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45047,2023,18,45046,2023,18,SENTINEL,320,320,1,,1,0,0,0,,0,,2,,,3,,0,0,3,5,315,3,1,,,0,1,,,0,,,,,BD,202318,202318,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45068,2023,21,45067,2023,21,SENTINEL,359,367,1,,2,0,0,0,,0,,3,,,3,,0,0,3,6,353,3,1,,,0,1,,,0,,,,,BD,202321,202321,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45082,2023,23,45081,2023,23,SENTINEL,369,369,0,,9,0,0,0,,0,,9,,,5,,0,0,5,14,355,3,0,,,0,0,,,0,,,,,BD,202323,202323,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45103,2023,26,45102,2023,26,SENTINEL,150,150,1,,10,0,0,0,,0,,11,,,12,,0,0,12,23,127,3,0,,,0,0,,,0,,,,,BD,202326,202326,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45117,2023,28,45116,2023,28,SENTINEL,409,409,10,,28,0,0,0,,0,,38,,,87,,0,0,87,125,286,3,0,,,0,0,,,0,,,,,BD,202328,202328,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45138,2023,31,45137,2023,31,SENTINEL,504,504,39,,68,0,0,0,,0,,107,,,114,,0,0,114,221,283,3,0,,,0,1,,,0,,,,,BD,202331,202331,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45173,2023,36,45172,2023,36,SENTINEL,395,395,42,,37,0,0,0,,0,,79,,,46,,0,0,46,125,270,3,0,,,0,0,,,12,,,,,BD,202336,202336,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45208,2023,41,45207,2023,41,SENTINEL,284,372,7,,2,0,0,0,,0,,9,,,4,,0,0,4,13,271,3,0,,,0,0,,,28,,,,,BD,202341,202341,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45243,2023,46,45242,2023,46,SENTINEL,245,331,1,,0,0,0,0,,0,,1,,,1,,0,0,1,2,243,3,0,,,0,0,,,6,,,,,BD,202346,202346,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45278,2023,51,45277,2023,51,SENTINEL,305,353,1,,0,0,0,0,,0,,1,,,0,,0,0,0,1,304,3,0,,,0,0,,,3,,,,,BD,202351,202351,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45299,2024,2,45298,2024,2,SENTINEL,335,383,1,,0,0,0,0,,0,,1,,,0,,0,0,0,1,334,3,0,,,0,0,,,1,,,,,BD,202402,202402,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45313,2024,4,45312,2024,4,SENTINEL,350,403,0,,2,0,0,0,,0,,2,,,0,,0,0,0,2,348,3,0,,,1,0,,,1,,,,,BD,202404,202404,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45334,2024,7,45333,2024,7,SENTINEL,401,442,4,,2,0,0,0,,0,,6,,,0,,0,0,0,6,395,3,0,,,0,0,,,0,,,,,BD,202407,202407,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45348,2024,9,45347,2024,9,SENTINEL,453,499,8,,2,0,0,0,,0,,10,,,0,,0,0,0,10,443,3,0,,,0,0,,,1,,,,,BD,202409,202409,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45369,2024,12,45368,2024,12,SENTINEL,439,471,14,,9,0,0,0,,0,,23,,,0,,0,0,0,23,416,3,0,,,0,0,,,0,,,,,BD,202412,202412,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45383,2024,14,45382,2024,14,SENTINEL,361,361,11,,20,0,0,0,,0,,31,,,0,,0,0,0,31,330,3,0,,,0,0,,,0,,,,,BD,202414,202414,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45404,2024,17,45403,2024,17,SENTINEL,524,524,39,,104,0,0,0,,0,,143,,,0,,0,0,0,143,380,4,1,,,0,1,,,0,,,,,BD,202417,202417,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45439,2024,22,45438,2024,22,SENTINEL,504,506,30,,141,0,0,0,,0,,171,,,0,,0,0,0,171,333,4,0,,,0,0,,,0,,,,,BD,202422,202422,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45474,2024,27,45473,2024,27,SENTINEL,507,507,37,,94,0,0,0,,0,,131,,,2,,0,0,2,133,374,4,0,,,0,0,,,1,,,,,BD,202427,202427,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45509,2024,32,45508,2024,32,SENTINEL,404,404,16,,10,0,0,0,,0,,26,,,0,,0,0,0,26,378,3,0,,,0,0,,,12,,,,,BD,202432,202432,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45544,2024,37,45543,2024,37,SENTINEL,412,412,7,,2,0,0,0,,0,,9,,,0,,0,0,0,9,403,3,1,,,0,0,,,57,,,,,BD,202437,202437,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45579,2024,42,45578,2024,42,SENTINEL,457,569,45,,0,0,0,0,,0,,45,,,0,,0,0,0,45,412,3,0,,,0,0,,,0,,,,,BD,202442,202442,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45614,2024,47,45613,2024,47,SENTINEL,403,474,16,,0,0,0,0,,0,,16,,,0,,0,0,0,16,387,3,1,,,0,0,,,26,,,,,BD,202447,202447,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45649,2024,52,45648,2024,52,SENTINEL,353,398,5,,0,0,0,0,,0,,5,,,0,,0,0,0,5,348,3,3,,,3,0,,,2,,,,,BD,202452,202452,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45670,2025,3,45669,2025,3,SENTINEL,398,457,3,,0,0,0,0,,0,,3,,,1,,0,0,1,4,394,3,0,,,4,0,,,3,,,,,BD,202503,202503,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45705,2025,8,45704,2025,8,SENTINEL,411,491,1,,0,0,0,0,,0,,1,,,4,,0,0,4,5,406,3,1,,,0,0,,,1,,,,,BD,202508,202508,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45740,2025,13,45739,2025,13,SENTINEL,187,187,1,,2,0,0,0,,0,,3,,,0,,0,0,0,3,184,3,0,,,0,1,,,0,,,,,BD,202513,202513,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45775,2025,18,45774,2025,18,SENTINEL,399,399,2,,3,0,0,0,,0,,5,,,16,,0,0,16,21,378,3,2,,,0,0,,,0,,,,,BD,202518,202518,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45810,2025,23,45809,2025,23,SENTINEL,180,180,1,,5,0,0,0,,0,,6,,,24,,0,0,24,30,150,3,,,,,,,,0,,,,,BD,202523,202523,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45845,2025,28,45844,2025,28,SENTINEL,547,547,27,,113,0,0,0,,0,,140,,,169,,0,0,169,309,235,6,,,,,,,,1,,,,,BD,202528,202528,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45880,2025,33,45879,2025,33,SENTINEL,579,586,86,,113,0,0,0,,0,,199,,,130,,0,0,130,329,234,6,,,,,,,,,,,,,BD,202533,202533,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45915,2025,38,45914,2025,38,SENTINEL,487,487,10,,26,0,0,0,,0,,36,,,58,,0,0,58,94,393,4,,,,,,,,,,,,,BD,202538,202538,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,45950,2025,43,45949,2025,43,SENTINEL,355,411,2,,3,0,0,0,,0,,5,,,11,,0,0,11,16,339,3,,,,,,,,,,,,,BD,202543,202543,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,45761,2025,16,45760,2025,16,NONSENTINEL,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,BT,202516,202516,,,
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,45796,2025,21,45795,2025,21,NONSENTINEL,12,12,,,5,,,,,,,5,,,1,,,,1,6,6,,,,,,,,,,,,,,BT,202521,202521,,,
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,45852,2025,29,45851,2025,29,NONSENTINEL,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,BT,202529,202529,,,
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,45887,2025,34,45886,2025,34,NONSENTINEL,5,5,0,0,0,,,,,,,,,,0,,,,,,5,,,,,,,,,0,,,,,BT,202534,202534,,,
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,45901,2025,36,45900,2025,36,NONSENTINEL,3,3,0,0,0,,,,,,,,,,0,,,,,,3,,,,,,,,,0,,,,,BT,202536,202536,,,
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,45922,2025,39,45921,2025,39,NONSENTINEL,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,BT,202539,202539,,,
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,45936,2025,41,45935,2025,41,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,,,,,,,,0,,,,,BT,202541,202541,,,
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,45957,2025,44,45956,2025,44,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,,,,,,,,0,,,,,BT,202544,202544,,,
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40546,2011,1,40545,2011,1,NOTDEFINED,1,1,0,0,0,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,,BT,201101,201101,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40581,2011,6,40580,2011,6,NOTDEFINED,0,0,0,0,0,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,,BT,201106,201106,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40616,2011,11,40615,2011,11,NOTDEFINED,0,0,0,0,0,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,,BT,201111,201111,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40651,2011,16,40650,2011,16,NOTDEFINED,18,18,9,0,0,,,0,,,,9,,,,,,0,0,9,,1,,,,,,,,,,,,,BT,201116,201116,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40686,2011,21,40685,2011,21,NOTDEFINED,1,1,1,0,0,,,0,,,,1,,,,,,0,0,1,,1,,,,,,,,,,,,,BT,201121,201121,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40721,2011,26,40720,2011,26,NOTDEFINED,1,1,0,0,1,,,0,,,,1,,,,,,0,0,1,,1,,,,,,,,,,,,,BT,201126,201126,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40756,2011,31,40755,2011,31,NOTDEFINED,2,2,0,0,0,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,,BT,201131,201131,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40791,2011,36,40790,2011,36,NOTDEFINED,0,0,0,0,0,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,,BT,201136,201136,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40826,2011,41,40825,2011,41,NOTDEFINED,4,4,0,0,0,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,,BT,201141,201141,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40861,2011,46,40860,2011,46,NOTDEFINED,0,0,0,0,0,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,,BT,201146,201146,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40882,2011,49,40881,2011,49,NOTDEFINED,4,4,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201149,201149,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40896,2011,51,40895,2011,51,NOTDEFINED,1,1,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201151,201151,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40917,2012,2,40916,2012,2,NOTDEFINED,14,14,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201202,201202,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40952,2012,7,40951,2012,7,NOTDEFINED,8,8,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201207,201207,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,40987,2012,12,40986,2012,12,NOTDEFINED,11,11,2,0,0,0,,0,,0,,2,,,0,,0,8,8,10,,3,,,,,,,,,,,,,BT,201212,201212,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41022,2012,17,41021,2012,17,NOTDEFINED,17,17,2,0,0,0,,0,,0,,2,,,0,,0,5,5,7,,3,,,,,,,,,,,,,BT,201217,201217,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41057,2012,22,41056,2012,22,NOTDEFINED,10,10,0,0,0,0,,0,,0,,0,,,0,,0,4,4,4,,3,,,,,,,,,,,,,BT,201222,201222,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41092,2012,27,41091,2012,27,NOTDEFINED,16,16,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201227,201227,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41127,2012,32,41126,2012,32,NOTDEFINED,49,49,15,0,0,0,,0,,0,,15,,,0,,0,10,10,25,,3,,,,,,,,,,RSV,,,BT,201232,201232,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41148,2012,35,41147,2012,35,NOTDEFINED,32,32,13,0,4,0,,0,,0,,17,,,0,,0,1,1,18,,3,,,,,,,,,,,,,BT,201235,201235,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41162,2012,37,41161,2012,37,NOTDEFINED,10,10,1,0,0,0,,0,,0,,1,,,0,,0,2,2,3,,3,,,,,,,,,,,,,BT,201237,201237,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41183,2012,40,41182,2012,40,NOTDEFINED,26,26,2,0,0,0,,2,,0,,4,,,0,,0,11,11,15,,3,,,,,,,,,,,,,BT,201240,201240,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41197,2012,42,41196,2012,42,NOTDEFINED,37,37,2,0,0,0,,0,,0,,2,,,0,,0,12,12,14,,4,,,,,,,,,,,,,BT,201242,201242,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41218,2012,45,41217,2012,45,NOTDEFINED,9,9,1,0,0,0,,0,,0,,1,,,0,,0,1,1,2,,3,,,,,,,,,,,,,BT,201245,201245,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41232,2012,47,41231,2012,47,NOTDEFINED,23,23,0,0,0,0,,0,,0,,0,,,0,,0,6,6,6,,3,,,,,,,,,,,,,BT,201247,201247,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41253,2012,50,41252,2012,50,NOTDEFINED,7,7,0,0,0,0,,1,,0,,1,,,0,,0,0,0,1,,3,,,,,,,,,,,,,BT,201250,201250,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41267,2012,52,41266,2012,52,NOTDEFINED,6,6,0,0,1,0,,0,,0,,1,,,0,,0,0,0,1,,3,,,,,,,,,,,,,BT,201252,201252,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41288,2013,3,41287,2013,3,NOTDEFINED,12,12,0,0,6,0,,0,,0,,6,,,0,,0,0,0,6,,3,,,,,,,,,,,,,BT,201303,201303,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41323,2013,8,41322,2013,8,NOTDEFINED,1,1,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201308,201308,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41358,2013,13,41357,2013,13,NOTDEFINED,9,9,0,0,1,0,,0,,0,,1,,,0,,0,0,0,1,,3,,,,,,,,,,,,,BT,201313,201313,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41379,2013,16,41378,2013,16,NOTDEFINED,16,16,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201316,201316,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41393,2013,18,41392,2013,18,NOTDEFINED,15,15,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201318,201318,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41414,2013,21,41413,2013,21,NOTDEFINED,9,9,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,No,Total of 235 ILI cases from 25516 OPD were reported from 10 different sentinel sites. Received 9 throat swab samples for PCR and found all were negative for Flu A & Flu B.,BT,201321,201321,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41428,2013,23,41427,2013,23,NOTDEFINED,21,21,1,0,3,0,,0,,0,,4,,,0,,0,0,0,4,,3,,,,,,,,,,,,,BT,201323,201323,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41449,2013,26,41448,2013,26,NOTDEFINED,11,11,0,0,2,0,,0,,0,,2,,,0,,0,0,0,2,,3,,,,,,,,,,,,,BT,201326,201326,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41463,2013,28,41462,2013,28,NOTDEFINED,6,6,0,0,1,0,,0,,0,,1,,,0,,0,0,0,1,,3,,,,,,,,,,,,,BT,201328,201328,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41484,2013,31,41483,2013,31,NOTDEFINED,1,1,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201331,201331,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41498,2013,33,41497,2013,33,NOTDEFINED,15,15,0,0,6,0,,0,,0,,6,,,0,,0,0,0,6,,3,,,,,,,,,,,,,BT,201333,201333,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41519,2013,36,41518,2013,36,NOTDEFINED,6,6,0,0,1,0,,0,,0,,1,,,0,,0,0,0,1,,3,,,,,,,,,,,,,BT,201336,201336,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41533,2013,38,41532,2013,38,NOTDEFINED,13,13,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201338,201338,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41554,2013,41,41553,2013,41,NOTDEFINED,6,6,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201341,201341,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41589,2013,46,41588,2013,46,NOTDEFINED,0,0,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201346,201346,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41624,2013,51,41623,2013,51,NOTDEFINED,0,0,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,BT,201351,201351,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41645,2014,2,41644,2014,2,NOTDEFINED,4,4,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,3,,,,,,,,,,,,,BT,201402,201402,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41659,2014,4,41658,2014,4,NOTDEFINED,3,3,0,0,0,0,,0,,0,,0,,,0,,0,1,1,1,,3,,,,,,,,,,0,,,BT,201404,201404,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41680,2014,7,41679,2014,7,NOTDEFINED,29,29,0,0,0,0,,0,,0,,0,,,0,,0,9,9,9,,3,,,,,,,,,,,,,BT,201407,201407,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41694,2014,9,41693,2014,9,NOTDEFINED,19,19,0,0,0,0,,0,,0,,0,,,0,,0,2,2,2,,3,,,,,,,,,,,,,BT,201409,201409,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41715,2014,12,41714,2014,12,NOTDEFINED,51,51,0,0,12,0,,0,,0,,12,,,0,,0,15,15,27,,3,,,,,,,,,,,,,BT,201412,201412,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41729,2014,14,41728,2014,14,NOTDEFINED,40,40,0,0,8,0,,0,,0,,8,,,0,,0,10,10,18,,3,,,,,,,,,,,,,BT,201414,201414,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41750,2014,17,41749,2014,17,NOTDEFINED,38,38,0,0,7,0,,0,,0,,7,,,0,,0,4,4,11,,3,,,,,,,,,,,,,BT,201417,201417,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41764,2014,19,41763,2014,19,NOTDEFINED,16,16,3,0,2,0,,0,,0,,5,,,0,,0,0,0,5,,3,,,,,,,,,,,,,BT,201419,201419,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41785,2014,22,41784,2014,22,NOTDEFINED,20,20,1,0,1,0,,0,,0,,2,,,0,,0,1,1,3,,3,,,,,,,,,,,,,BT,201422,201422,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41820,2014,27,41819,2014,27,NOTDEFINED,28,28,1,0,18,0,,0,,0,,19,,,0,,0,4,4,23,,3,,,,,,,,,,,,,BT,201427,201427,1,1,1
SEAR,YR,NH,FLU_STH_ASIA,BTN,Bhutan,41855,2014,32,41854,2014,32,NOTDEFINED,20,20,0,0,2,0,,0,,0,,2,,,0,,0,4,4,6,,3,,,,,,,,,,,0,,BT,201432,201432,1,1,1
